Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,,
2466467,Ford Mustang Mach-E,,88,22,24,42,0.72,0.64,Moderate,0.04,95.64,Healthy,,
ac8fbf69,Ford Mustang Mach-E,NMC,88,5,690,26.4,0.44,1.77,,0.075,94.08,Healthy,,
64a50d68,Tesla Model ,NMC,75,7,464,16.8,0.09,,Moderate,0.016,96.1,Healthy,,
e48d59c,BYD Atto ,LFP,60,5,510,0.2,0.46,1.74,Moderate,0.0252,96.2,Healthy,,
0edbbbe,BYD Atto ,LFP,60,42,241,21.2,0.8,,,0.024,98.47,Healthy,,
2747b97e,,,75,25,228,,0.08,1.28,Moderate,0.0267,97.77,Healthy,,
792d07b7,Tesla Model ,,75,2,16,25.7,0.67,,Conservative,0.0196,,Healthy,,
448fd022,BYD Atto ,LFP,60,25,19,4.8,0.09,1.58,Aggressive,0.021,98.96,Healthy,,
6044b86e,Tesla Model ,NMC,75,70,6,2,0.2,,Moderate,0.0287,97.7,Healthy,,
101b5a4,BYD Atto ,LFP,60,22,124,5,0.55,1.87,Aggressive,0.0224,99.06,Healthy,,
0200aab,Wuling Air EV,LFP,26,,,2,0.47,0.88,Moderate,0.026,98.1,Healthy,,
b85d4a4,BYD Atto ,LFP,60,47,42,25.7,0.91,,Moderate,0.0264,96.9,Healthy,,
99c89c46,Ford Mustang Mach-E,NMC,88,7,472,20.8,0.8,0.6,Moderate,0.047,94.57,Healthy,,
118db98e,Ford Mustang Mach-E,NMC,88,45,599,,0.2,1.05,Moderate,0.082,94,Healthy,,
b925894,Tesla Model ,NMC,75,,226,28.4,0.45,,Moderate,0.0298,96.2,Healthy,,
d5a45dfe,Tesla Model ,,75,27,199,21.9,0.26,1.86,Moderate,0.026,98.1,Healthy,,
b7074b4,Wuling Air EV,LFP,26,10,92,26.1,0.28,0.76,Moderate,0.0186,99.26,Healthy,,
775a79f9,Tesla Model ,NMC,75,9,64,29,0.44,2.25,Moderate,0.0258,98.1,Healthy,,
c002964,BYD Atto ,,60,70,288,,0.98,,Conservative,0.0254,97.6,Healthy,,
5697ce92,Hyundai Ioniq 5,NMC,72.6,1,88,18.7,0.98,2.18,Aggressive,0.026,98.2,Healthy,,
f4f6a27a,Hyundai Ioniq 5,,72.6,70,854,29.8,0.22,1.22,Conservative,0.046,91.1,Healthy,,
25daf82,,NMC,88,92,866,11.4,0.69,1.88,Moderate,0.048,91.06,Healthy,,
c9749052,,NMC,75,81,904,24.1,0.87,,Conservative,,89.56,Healthy,,
1788498f,Hyundai Ioniq 5,NMC,72.6,72,790,4.5,0.4,,Conservative,0.055,88.99,Healthy,,
52fe9b8,Tesla Model ,NMC,75,82,912,19.1,0.76,0.54,Moderate,0.0521,89.54,Healthy,,
76de020,Wuling Air EV,LFP,26,88,2,28.9,0.6,1.44,Moderate,0.0245,97.29,Healthy,,
196a6644,Wuling Air EV,LFP,26,52,276,,0.92,2.22,Moderate,0.0262,98.6,Healthy,,
fa05929e,Tesla Model ,NMC,75,4,180,,0.42,1.79,,,98.88,Healthy,,
2db8804f,Hyundai Ioniq 5,NMC,72.6,28,25,2.8,0.68,0.74,Moderate,0.029,97.09,Healthy,,
9855ef5,Ford Mustang Mach-E,NMC,88,61,479,24.1,0.9,2.11,Aggressive,0.061,94.78,Healthy,,
52801fc2,BYD Atto ,LFP,60,26,4,26.8,0,1.12,Moderate,0.021,99.96,Healthy,,
887b87,Wuling Air EV,LFP,26,7,20,0.1,0.44,1.7,Moderate,0.021,97.5,Healthy,,
efa80610,Tesla Model ,NMC,75,51,414,2.2,0.7,0.9,Aggressive,0.054,94.78,Healthy,,
184bd7a,,,88,95,,21,0.77,,Conservative,0.05,89.71,Healthy,,
65e7677,Hyundai Ioniq 5,,72.6,41,605,12.5,0.24,,Moderate,0.061,94.4,Healthy,,
e5d2d5bd,Hyundai Ioniq 5,NMC,72.6,71,5,51.4,0.19,,Aggressive,0.047,90.9,Healthy,,
79c2c70a,Tesla Model ,NMC,75,59,50,0.9,0.72,0.95,Conservative,,96.62,Healthy,,
0dc8b1,,,72.6,80,677,24.1,0.84,0.59,Moderate,0.0428,92.8,Healthy,,
52050baa,Hyundai Ioniq 5,NMC,72.6,9,1277,,0.29,,Aggressive,0.0649,85.47,Healthy,,
fa65dd59,Tesla Model ,NMC,75,6,474,26.5,0.78,1.17,Conservative,0.026,96.14,Healthy,,
17b1ba07,Tesla Model ,NMC,75,50,688,17.6,0.51,1.99,Conservative,0.041,9.8,Healthy,,
9fe8559,Wuling Air EV,LFP,26,12,6,24.4,0.69,0.74,Aggressive,0.0215,99.9,Healthy,,
ee12fa48,Tesla Model ,NMC,75,67,905,18.1,0.25,1.15,Conservative,0.0414,9.12,Healthy,,
56dbe1eb,Ford Mustang Mach-E,NMC,88,41,592,.,0.27,1.85,Moderate,0.05,95.08,Healthy,,
b7aa414,Tesla Model ,,75,87,619,22.5,0.17,,Conservative,0.06,94.56,Healthy,,
2c15f8,Wuling Air EV,LFP,26,6,26,19.4,0.52,,Moderate,0.0262,97.61,Healthy,,
648fa7,,,75,71,84,22,0.8,1,Aggressive,0.048,94.87,Healthy,,
c2dc82,,LFP,60,51,744,1.1,0.62,1.1,,,95.56,Healthy,,
648b27a8,,,88,89,6,25.1,0.56,,Moderate,0.008,96.2,Healthy,,
5afdd1f,Tesla Model ,NMC,75,92,411,25.7,0.1,0.76,Moderate,0.004,96.58,Healthy,,
ab629d5,Tesla Model ,NMC,75,6,287,2.1,0.02,2.9,Aggressive,0.0294,96.65,Healthy,,
1f1fb795,Wuling Air EV,LFP,26,7,4,2,0.8,0.81,Moderate,0.0192,,Healthy,,
0c090ba,BYD Atto ,LFP,60,29,128,44,0.45,0.9,Aggressive,0.029,98.57,Healthy,,
02b6d862,Hyundai Ioniq 5,NMC,72.6,68,9,19.6,0.48,,Aggressive,0.0575,87.84,Healthy,,
7bbcce60,Tesla Model ,NMC,75,54,790,27.5,0.4,0.66,Aggressive,0.05,89.79,Healthy,,
29bf2fa0,Tesla Model ,NMC,75,,6,6.1,0.6,,Aggressive,,94.7,Healthy,,
427fdd,BYD Atto ,LFP,60,4,26,17.2,0.24,,Moderate,0.0189,99.45,Healthy,,
f11fad8b,Hyundai Ioniq 5,,72.6,1,10,8,0,0.51,Aggressive,0.0212,99.74,Healthy,,
a78bdb6c,BYD Atto ,LFP,60,50,8,20.6,0.44,0.67,Aggressive,0.0261,97.25,Healthy,,
be6c6bb5,Wuling Air EV,LFP,26,64,25,0.9,0.91,0.86,Conservative,0.0248,98.15,Healthy,,
7eabe841,Ford Mustang Mach-E,NMC,88,2,449,24.9,0.08,2.5,Moderate,0.02,96.4,Healthy,,
56c75ba0,Wuling Air EV,LFP,26,57,254,22.2,0.7,,,0.025,97.99,Healthy,,
0e4475fd,Ford Mustang Mach-E,NMC,88,58,54,25.8,0.87,2.07,Conservative,0.08,94.11,Healthy,,
686ddef1,,NMC,88,9,549,,0.71,0.84,Moderate,0.095,94.01,Healthy,,
8ddae55a,Ford Mustang Mach-E,,88,66,1,22.2,0.88,,Conservative,0.0289,97,Healthy,,
c2a658e7,,LFP,26,8,105,25.5,0.99,1.87,Moderate,0.0224,99.51,Healthy,,
b5b6ddb,Tesla Model ,NMC,75,66,568,7.4,0.7,,Moderate,0.044,92,Healthy,,
e7284427,BYD Atto ,LFP,60,75,9,26.5,0.59,0.71,Moderate,0.02,9.82,Healthy,,
7942a75a,Hyundai Ioniq 5,NMC,72.6,6,89,25,0.67,1.44,Conservative,0.0461,91.5,Healthy,,
127bb76,Hyundai Ioniq 5,NMC,72.6,41,281,,0.9,0.61,Aggressive,,96.41,Healthy,,
59110a75,Wuling Air EV,LFP,26,0,89,24.6,0.1,1.5,Conservative,0.0244,97.58,Healthy,,
7e55af2f,Ford Mustang Mach-E,NMC,88,19,282,4,0.81,1.66,Conservative,,96.5,Healthy,,
5ef4e0c7,BYD Atto ,LFP,60,,1,24,0.09,,Moderate,0.026,98.11,Healthy,,
97bb2116,Wuling Air EV,LFP,26,88,110,,0.71,,Aggressive,,89.4,Healthy,,
1b295e,BYD Atto ,LFP,60,96,146,2.2,0.4,,Moderate,0.062,90.75,Healthy,,
8ada448f,BYD Atto ,LFP,60,74,16,20.2,0.66,1.72,Conservative,0.022,98.79,Healthy,,
5626e0e,BYD Atto ,,60,2,19,,0.89,2.7,Aggressive,0.0194,,Healthy,,
9fd24d0,Hyundai Ioniq 5,,72.6,20,218,4.7,0,1.09,Moderate,,97.96,Healthy,,
bf1fe57,,LFP,26,21,204,15.9,0.94,1.88,Moderate,0.022,98.67,Healthy,,
05509ca4,Tesla Model ,NMC,75,88,112,1.7,0.6,,,0.0495,89.6,Healthy,,
8e2697ba,Wuling Air EV,LFP,26,8,109,15.4,0.65,1.58,Conservative,,99.42,Healthy,,
aefb728e,Ford Mustang Mach-E,NMC,88,76,864,,0.45,,Moderate,0.0425,91.82,Healthy,,
a6c6a651,Hyundai Ioniq 5,NMC,72.6,16,145,28.4,0.54,,Moderate,0.021,99.14,Healthy,,
eb1eb1c,,LFP,60,0,67,8.9,0.14,2.2,Conservative,0.0221,98.7,Healthy,,
4d7adee,Wuling Air EV,,26,76,608,19.4,0.74,1.96,Moderate,,95.97,Healthy,,
2f977,BYD Atto ,LFP,60,8,761,0.5,0.94,2.11,Aggressive,,91.9,Healthy,,
9e7cc5e,,LFP,26,51,59,28.2,0.64,0.77,Conservative,0.0279,96.16,Healthy,,
819e5a,Ford Mustang Mach-E,NMC,88,52,567,20.7,0.17,,Moderate,0.071,94.75,Healthy,,
221fb8ea,Hyundai Ioniq 5,,72.6,52,242,,0.04,0.8,Moderate,0.0292,97.06,Healthy,,
c4f8bbda,,LFP,60,70,591,22.1,0.76,,Conservative,0.029,95.55,Healthy,,
8c16b974,Ford Mustang Mach-E,NMC,88,4,268,25,0.22,1.48,Aggressive,0.0297,96.66,Healthy,,
c16d59dd,Wuling Air EV,LFP,26,41,551,20.7,0,0.9,Conservative,0.025,97.2,Healthy,,
564fbdee,Hyundai Ioniq 5,,72.6,16,7,2.6,0.7,2.11,Aggressive,0.0265,98,Healthy,,
8c7b8aca,Wuling Air EV,LFP,26,25,41,8.4,0.72,2.4,Moderate,0.0285,96.4,Healthy,,
db915664,Wuling Air EV,,26,10,145,8,0.12,,Conservative,0.025,98.97,Healthy,,
41ed646,Hyundai Ioniq 5,NMC,72.6,29,191,,0.7,,Moderate,,98.47,Healthy,,
6faea712,,,88,47,206,,0.87,1.81,Moderate,0.029,97.4,Healthy,,
19c28fa8,Ford Mustang Mach-E,NMC,88,,7,6.1,0.2,,,0.0201,,Healthy,,
bb602c86,Wuling Air EV,LFP,26,10,44,2,0.92,2.7,Aggressive,0.0214,,Healthy,,
feaadf14,BYD Atto ,LFP,60,2,180,2.5,0.16,1.21,Conservative,0.0224,98.95,Healthy,,
8e0581df,BYD Atto ,LFP,60,1,8,29.7,0.72,,Moderate,0.019,,Healthy,,
f64e4bf,Ford Mustang Mach-E,NMC,88,18,191,,0.25,,Conservative,0.0252,98,Healthy,,
7b878944,Ford Mustang Mach-E,NMC,88,28,200,28.6,0.57,2.22,Moderate,0.024,98.41,Healthy,,
68da0ce7,BYD Atto ,LFP,60,28,417,14,0.4,,Moderate,0.0264,97.8,Healthy,,
9a45297,BYD Atto ,,60,48,614,28.5,0.7,,Moderate,0.0287,95.5,Healthy,,
6818489,BYD Atto ,,60,24,142,25.9,0.22,2.12,Aggressive,,98.85,Healthy,,
ba0ac4c,Ford Mustang Mach-E,NMC,88,86,998,21,0.2,2.09,Aggressive,,88.88,Healthy,,
196622,Ford Mustang Mach-E,NMC,88,60,560,17.6,0.05,1.9,Moderate,0.021,95.92,Healthy,,
9b70dc26,,NMC,72.6,,560,22.4,0.29,,Moderate,0.07,95.04,Healthy,,
9b76,Hyundai Ioniq 5,NMC,72.6,7,424,0.6,0.26,2.01,Moderate,0.005,96.8,Healthy,,
b62c5a6f,Wuling Air EV,LFP,26,5,461,0,0.07,1.91,Moderate,,97.42,Healthy,,
ef9278c,Ford Mustang Mach-E,,88,81,1112,,0.1,,Moderate,0.0559,88.18,Healthy,,
74b5fd5f,Wuling Air EV,LFP,26,52,47,21.7,0.28,2.49,Moderate,0.025,97.67,Healthy,,
47cd4c7,Wuling Air EV,,26,12,77,17.9,0.2,1.95,Moderate,0.0219,99.7,Healthy,,
e909edd,Hyundai Ioniq 5,NMC,72.6,44,186,,0.57,1.2,Conservative,0.0265,97.92,Healthy,,
cc1fc0f2,Wuling Air EV,LFP,26,2,20,,0.05,1.5,Moderate,,,Healthy,,
1dd74b86,BYD Atto ,,60,0,187,20.6,0.47,2.08,Moderate,0.02,98.19,Healthy,,
d945d687,,NMC,88,22,182,25,0.84,1.4,Moderate,0.0265,98.48,Healthy,,
cef50820,,,75,80,985,,0.6,1.06,Moderate,,88.52,Healthy,,
8e681f84,Hyundai Ioniq 5,NMC,72.6,52,682,29.9,0.1,2.1,Moderate,0.088,9.47,Healthy,,
0e5a4c66,BYD Atto ,LFP,60,59,51,17.9,0.1,1.58,Aggressive,0.022,98.21,Healthy,,
ca20fc,BYD Atto ,LFP,60,54,447,2.9,0.68,0.51,Moderate,,97.04,Healthy,,
4a804890,Hyundai Ioniq 5,,72.6,50,477,16.9,0.94,1.21,Moderate,0.056,94.67,Healthy,,
f1ed701a,Wuling Air EV,LFP,26,94,688,0.9,0.06,1.62,Aggressive,0.0281,95.89,Healthy,,
896bc67,BYD Atto ,LFP,60,6,67,20.9,0.89,,Moderate,0.022,99.18,Healthy,,
6998512,BYD Atto ,LFP,60,24,104,,0.6,,Conservative,0.0212,99.62,Healthy,,
87ba44f8,,LFP,26,74,566,,0.7,,Moderate,0.0268,95.79,Healthy,,
9ff607e6,Ford Mustang Mach-E,NMC,88,64,18,,0.01,2.06,Moderate,0.001,97.5,Healthy,,
4ea6104,Ford Mustang Mach-E,NMC,88,77,97,6.5,0.41,0.54,Moderate,0.0584,87.57,Healthy,,
01a80ac,BYD Atto ,LFP,60,66,85,2.1,0.17,0.52,Moderate,0.0292,95.4,Healthy,,
ba2fec46,,LFP,26,,4,17.1,0.6,2.11,Moderate,0.0208,99.8,Healthy,,
605785fb,Ford Mustang Mach-E,NMC,88,19,282,20.6,0.52,1.12,Moderate,,97.49,Healthy,,
fb485,Wuling Air EV,,26,67,7,8.9,0.7,1.97,Conservative,0.0287,96.5,Healthy,,
56a62ab6,,,60,6,482,,0.22,2.2,Moderate,0.0245,97.02,Healthy,,
e42fb972,Wuling Air EV,LFP,26,5,0,21,0.8,,Moderate,0.0249,98.1,Healthy,,
aa42087c,BYD Atto ,LFP,60,81,509,26.6,0.4,1.45,Moderate,0.026,96.67,Healthy,,
9ac70e25,Wuling Air EV,LFP,26,58,612,2.9,0.08,0.68,Aggressive,,96.66,Healthy,,
6bf7eba4,Hyundai Ioniq 5,NMC,72.6,28,76,29.8,0.76,1.08,Moderate,0.012,96.2,Healthy,,
788182fc,Wuling Air EV,LFP,26,8,105,14.9,0.98,1.29,Moderate,0.07,91.94,Healthy,,
27da5b0,BYD Atto ,LFP,60,8,652,28.5,0.17,1.56,Aggressive,0.0281,96.04,Healthy,,
79abb2d2,Ford Mustang Mach-E,NMC,88,74,24,14.1,0.21,0.84,Conservative,0.0279,97.52,Healthy,,
62bd44d6,BYD Atto ,LFP,60,94,822,14.5,0.4,,Conservative,0.027,95.4,Healthy,,
50bc51,,NMC,88,21,9,25.1,0.17,2.17,Moderate,0.0291,97.42,Healthy,,
f027ba5,BYD Atto ,,60,68,41,2.7,0.77,,Moderate,0.0264,96.78,Healthy,,
d811e12b,Ford Mustang Mach-E,NMC,88,5,426,,0.49,1.24,Conservative,0.016,96,Healthy,,
9fcfdb2,Tesla Model ,NMC,75,86,464,20.7,0.75,1.74,Moderate,,94.5,Healthy,,
c22a11ad,BYD Atto ,LFP,60,79,47,,0.49,0.84,Moderate,0.0264,96.99,Healthy,,
b10a948,Wuling Air EV,LFP,26,42,97,,0.5,1.44,Moderate,0.0256,97.51,Healthy,,
2be880ad,Wuling Air EV,LFP,26,90,760,1.7,0,,Moderate,0.0288,95.76,Healthy,,
edaa797,Tesla Model ,NMC,75,91,791,,0.72,1.1,Moderate,0.0444,91.87,Healthy,,
6a9a261c,Tesla Model ,NMC,75,10,72,0.7,0.61,,Conservative,0.0205,,Healthy,,
2edf9b0e,Wuling Air EV,LFP,26,5,65,29.7,0.57,2.42,Moderate,0.02,99.81,Healthy,,
7204ffa4,Ford Mustang Mach-E,,88,7,281,,0.76,0.59,Conservative,0.0287,97.2,Healthy,,
eb682298,Wuling Air EV,,26,81,56,2.8,0.52,,Moderate,0.026,96.9,Healthy,,
7d4a8e,,NMC,72.6,70,70,21,0,0.91,Aggressive,0.028,96.66,Healthy,,
b5684a99,BYD Atto ,,60,9,115,27,0.7,0.59,Conservative,0.0211,99.6,Healthy,,
117c7d45,Tesla Model ,NMC,75,71,89,25,0.2,1.4,Conservative,0.092,9.22,Healthy,,
4dcfcadb,Tesla Model ,NMC,75,78,596,,0.64,1.9,Moderate,0.041,92.79,Healthy,,
8ecaee6,Ford Mustang Mach-E,NMC,88,54,254,21.2,0.99,0.64,Moderate,0.0288,96.76,Healthy,,
195a71d6,,NMC,75,74,872,29,0.91,1.17,Moderate,0.047,90.55,Healthy,,
b4180ae,Hyundai Ioniq 5,NMC,72.6,4,251,9.4,0.06,0.7,Moderate,0.0274,97.86,Healthy,,
eb8a5597,Hyundai Ioniq 5,NMC,72.6,6,49,0.8,0.67,1.74,Moderate,0.07,94.5,Healthy,,
8bc74751,,LFP,60,9,,21.4,0.17,1.08,Moderate,0.0207,99.29,Healthy,,
1efd661,,NMC,75,81,867,29.2,0.84,,Conservative,0.0457,91.2,Healthy,,
1f0a1666,,NMC,75,71,784,20.9,0.62,2,Moderate,0.0425,92.6,Healthy,,
a8ea5ddb,Tesla Model ,NMC,75,7,86,12,0,2.26,Aggressive,0.07,94.87,Healthy,,
bc1b075a,,NMC,72.6,2,147,16,0.6,0.9,Moderate,0.0266,97.85,Healthy,,
a45a8de2,,LFP,26,8,849,5,0.44,,Conservative,0.01,9.75,Healthy,,
42c27d62,Tesla Model ,NMC,75,54,527,21.8,0.89,,Conservative,0.044,95.61,Healthy,,
b0b201d2,Hyundai Ioniq 5,NMC,72.6,60,4,0.5,0.9,1.52,Moderate,0,95.55,Healthy,,
6e5e4f17,Hyundai Ioniq 5,NMC,72.6,75,520,2.9,0.61,0.59,Moderate,0.0416,9.22,Healthy,,
9e7294ec,Wuling Air EV,LFP,26,48,84,22.1,0.85,2,Moderate,0.0227,98.04,Healthy,,
f85cf201,BYD Atto ,LFP,60,42,251,22.4,0.27,,Aggressive,0.024,98.15,Healthy,,
680ec6cc,Wuling Air EV,,26,10,149,24.4,0.8,1.4,Aggressive,0.0216,98.91,Healthy,,
162528e,BYD Atto ,LFP,60,4,146,2,0.4,0.66,Moderate,0.0224,98.97,Healthy,,
b69aa565,,,72.6,64,81,20.2,0.02,,Moderate,,94,Healthy,,
bdd1665c,Hyundai Ioniq 5,NMC,72.6,21,179,22,0.9,1.74,Conservative,0.026,98.64,Healthy,,
71461c2,Tesla Model ,NMC,75,8,612,18.9,0.21,,Aggressive,0.0426,92.99,Healthy,,
a89dfeb,Ford Mustang Mach-E,NMC,88,11,155,18.2,0.22,0.56,Moderate,,98.4,Healthy,,
d45bfa1f,Hyundai Ioniq 5,NMC,72.6,59,528,21,0.9,1.85,Moderate,0.041,95.72,Healthy,,
f6c29175,Ford Mustang Mach-E,NMC,88,67,742,19.2,0.65,0.64,Conservative,0.0411,92.9,Healthy,,
cd596ca0,Tesla Model ,NMC,75,,486,8,0.86,1.04,Moderate,,9.97,Healthy,,
d68edf6,Ford Mustang Mach-E,NMC,88,56,72,4,0.91,0.96,Moderate,0.0524,89.64,Healthy,,
6b0de76e,Hyundai Ioniq 5,,72.6,6,88,2.1,0.8,,Moderate,0.0249,98.68,Healthy,,
a4b1029,,NMC,72.6,55,790,27,0.1,1.04,Aggressive,0.0452,91.61,Healthy,,
aec6f97,Ford Mustang Mach-E,NMC,88,88,1180,0.5,0.6,,Conservative,,88.57,Healthy,,
c95c6494,Wuling Air EV,LFP,26,15,144,24.1,0.7,2.5,Moderate,0.022,99,Healthy,,
ed2e9815,,NMC,72.6,49,42,27,0.11,,Moderate,0.007,96.1,Healthy,,
aa22e60c,,NMC,72.6,90,74,29.4,0,,Moderate,0.08,9.86,Healthy,,
81e2dcf0,BYD Atto ,,60,2,12,27.4,0.84,1.6,Conservative,0.022,99.98,Healthy,,
4.10E+11,BYD Atto ,LFP,60,86,1275,,0.82,0.54,Conservative,0.06,91.7,Healthy,,
17ce6d1,BYD Atto ,LFP,60,87,699,15.6,0.6,2,Conservative,0.0286,96.01,Healthy,,
ab0bf9c2,Wuling Air EV,,26,69,24,27.2,0.49,1.5,Conservative,0.0229,98.57,Healthy,,
79772eb2,Wuling Air EV,,26,66,448,25.2,0.57,2.42,Moderate,0.02,96.94,Healthy,,
7779c041,,NMC,75,6,66,20.4,0.54,,Moderate,0.0451,92.15,Healthy,,
50fc102,Hyundai Ioniq 5,NMC,72.6,41,85,29.2,0.41,0.52,Conservative,0.014,96.01,Healthy,,
6b4f6866,,NMC,72.6,47,686,1.1,0.29,1.56,Aggressive,0.0422,92.69,Healthy,,
cb5ddbd,Wuling Air EV,LFP,26,6,292,1.4,0.55,1.49,Moderate,0.024,98.15,Healthy,,
d088291d,Hyundai Ioniq 5,NMC,72.6,25,119,24.7,0.89,1.02,Moderate,0.0252,98.4,Healthy,,
fe1e07,Hyundai Ioniq 5,NMC,72.6,67,60,,0.49,1.02,Moderate,0.078,94,Healthy,,
9c97d69a,BYD Atto ,LFP,60,5,581,4.2,0.04,0.9,Conservative,0.0252,97.65,Healthy,,
e0802,Tesla Model ,NMC,75,10,102,15.4,0.44,2.17,Conservative,0.0204,99.17,Healthy,,
db5a268,,NMC,88,7,4,21.9,0,1.18,Moderate,0.0201,,Healthy,,
4ae9cf2,Hyundai Ioniq 5,NMC,72.6,68,0,,0.82,1.4,Moderate,,95.72,Healthy,,
1deceb9a,Hyundai Ioniq 5,,72.6,89,651,21.6,0.48,0.67,Conservative,0.089,9.7,Healthy,,
f661fd4f,Tesla Model ,NMC,75,50,520,2.6,0.58,2.4,Moderate,0.052,94.54,Healthy,,
802fc9d,BYD Atto ,LFP,60,95,1148,,0.5,0.78,Moderate,0.07,91.4,Healthy,,
cc6152,Tesla Model ,NMC,75,62,842,22.9,0.28,2.04,Moderate,0.099,9.02,Healthy,,
4e7ad1f0,Hyundai Ioniq 5,NMC,72.6,28,210,,0.12,,Conservative,0.0266,98.1,Healthy,,
7a700d1,BYD Atto ,,60,64,702,18.8,0.45,,Conservative,0.0294,95.78,Healthy,,
1065c1,Wuling Air EV,LFP,26,90,17,16.7,0.48,1.11,Conservative,0.077,91.91,Healthy,,
e6a6fa1b,,LFP,26,26,14,26.7,0.09,2.44,Moderate,,98.68,Healthy,,
d6c607,Hyundai Ioniq 5,,72.6,48,26,4.4,0.99,,Conservative,0.014,96.14,Healthy,,
c178199a,Ford Mustang Mach-E,NMC,88,6,58,24,0.2,1.96,Aggressive,0.066,9.59,Healthy,,
c1796a61,,,72.6,,449,,0.79,1.09,Moderate,0.078,94.5,Healthy,,
451a929d,Tesla Model ,NMC,75,74,90,18.7,0.28,1.54,Aggressive,0.0478,90.6,Healthy,,
cee245ad,Hyundai Ioniq 5,NMC,72.6,27,54,0.5,0.96,,Conservative,0.07,94.69,Healthy,,
c5048f7,BYD Atto ,LFP,60,44,454,4.4,0.88,1.52,Moderate,0.0289,95.6,Healthy,,
0ba1e691,BYD Atto ,LFP,60,66,7,12.8,0.29,1.7,Moderate,0.027,97,Healthy,,
a4feba49,Hyundai Ioniq 5,,72.6,61,4,21.6,0.75,,Conservative,,95.95,Healthy,,
a1eaf55,Hyundai Ioniq 5,NMC,72.6,69,566,20.9,0.17,1.8,Moderate,0.022,95.1,Healthy,,
fe2cbe,Tesla Model ,NMC,75,18,14,29.4,0.95,0.55,Moderate,0.022,98.99,Healthy,,
7f04a69,Hyundai Ioniq 5,,72.6,82,456,24.7,0.7,,Moderate,0.02,95.91,Healthy,,
cd4a9bf2,Wuling Air EV,LFP,26,24,199,19.4,0.82,2.47,Aggressive,,98.4,Healthy,,
dd22246,Hyundai Ioniq 5,,72.6,70,461,,0.9,1.99,Moderate,,94.42,Healthy,,
ad8574a4,Tesla Model ,NMC,75,2,211,25.6,0.07,2.49,Conservative,0.0242,98.8,Healthy,,
8674e8c1,Hyundai Ioniq 5,NMC,72.6,19,188,20.7,0.77,,Moderate,,98.5,Healthy,,
72fc722c,Ford Mustang Mach-E,NMC,88,,48,12,0.2,0.69,Conservative,0.0286,97.42,Healthy,,
1a95be,Ford Mustang Mach-E,NMC,88,29,12,0.4,0.98,1.76,Conservative,0.02,98.92,Healthy,,
bb699bb7,Wuling Air EV,LFP,26,9,66,28.4,0.8,,Moderate,0.0199,99.95,Healthy,,
dbb12b4,Hyundai Ioniq 5,NMC,72.6,58,720,16,0.7,0.91,Moderate,0.0415,92.4,Healthy,,
576db4,Hyundai Ioniq 5,NMC,72.6,67,66,1.4,0.94,,Moderate,0.0445,92.11,Healthy,,
1800b211,BYD Atto ,,60,20,167,,0.4,1.7,Moderate,0.0248,98.24,Healthy,,
ba9c9427,Tesla Model ,NMC,75,67,701,,0.17,0.97,,0.075,94.18,Healthy,,
c9d1c5c,Hyundai Ioniq 5,NMC,72.6,27,108,21.5,0.99,2.19,Aggressive,0.0254,98.61,Healthy,,
8caea9f,Ford Mustang Mach-E,NMC,88,92,1160,12,0.69,0.7,Moderate,0.0596,86.92,Healthy,,
bfd249da,Ford Mustang Mach-E,NMC,88,17,94,2,0.44,,Conservative,0.02,99.08,Healthy,,
d6618951,Hyundai Ioniq 5,NMC,72.6,,6,25.1,0.24,1,Conservative,,97.27,Healthy,,
b6c72eda,,LFP,26,5,258,4,0.5,,Moderate,0.0248,97.91,Healthy,,
65a6c51,Ford Mustang Mach-E,,88,41,569,21.5,0.8,2.25,Aggressive,0.045,91.96,Healthy,,
60c0c50,Ford Mustang Mach-E,NMC,88,82,499,5.9,0.61,,Aggressive,0.0421,92.67,Healthy,,
14e59927,Ford Mustang Mach-E,NMC,88,12,109,1.5,0.76,0.89,Conservative,0.0222,98.96,Healthy,,
9ab965d,,LFP,26,12,11,,0.69,1.9,Moderate,0.0198,99.15,Healthy,,
df99eaff,,,75,84,56,8.4,0.6,2.22,Moderate,0.04,9.1,Healthy,,
b0107a0d,Wuling Air EV,LFP,26,66,269,,0.49,2.02,Moderate,0.0246,98.06,Healthy,,
9974748,Tesla Model ,,75,42,507,9.7,0.11,,Moderate,0.0298,96.67,Healthy,,
f1709600,Ford Mustang Mach-E,NMC,88,28,50,8.7,0.86,,,0,95.45,Healthy,,
d6e914c,Tesla Model ,NMC,75,19,147,25.2,0.58,1.61,Conservative,0.0246,98.16,Healthy,,
eb612a54,BYD Atto ,LFP,60,44,4,21.9,0.69,,Conservative,0.0242,97.49,Healthy,,
2f2a970d,,LFP,26,25,107,11,0.01,0.6,Moderate,0.0208,99.6,Healthy,,
a614858,Wuling Air EV,,26,21,187,,0.2,,Moderate,0.0244,98.48,Healthy,,
991ed675,Hyundai Ioniq 5,NMC,72.6,42,241,28.9,0.29,0.95,Conservative,0.024,98.8,Healthy,,
8aeaa15,Ford Mustang Mach-E,NMC,88,2,1,20.1,0.12,1.08,Conservative,0.0211,,Healthy,,
